"產地","主旨","原因","進口商名稱","進口商地址","貨品分類號列","檢驗方法","不合格原因暨檢出量詳細說明","法規限量標準","製造廠或出口商名稱","製造商代碼","牌名","重量","處置情形","發布日期","報驗受理日期","附圖"
"中國大陸","紙盒","容器具-溶出試驗不符規定","80444667 禾啟股份有限公司","新北市新莊區化成路293巷4號","4823.69.00.00-5","衛生福利部113.05.07部授食字第1131900762號公告檢驗方法「食品器具、容器、包裝檢驗方法－塑膠淋膜紙類製品之檢驗」(MOHWU0012.02)【自113.05.07生效】","案內產品以4%醋酸(60℃，30分鐘)溶出試驗結果，蒸發殘渣值為 1,556 ppm","依據「食品器具容器包裝衛生標準」，以紙類與食品直接接觸面之部分為塑膠類，其溶出試驗4%醋酸(60℃，30分鐘)蒸發殘渣值合格標準為30 ppm以下，不符合食品安全衛生管理法第17條規定。","寧波市碩輝新材料科技有限公司","","","130.00  CTN/947.70  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/08","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038902328825064"
"日本","鮮草莓","農藥殘留含量不符規定","川咏水果有限公司","新北市中和區建八路152巷10號2樓","0810.10.00.00-8","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥氟尼胺0.24 ppm","依據「農藥殘留容許量標準」，農藥氟尼胺定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","RICCO CO.,LTD","福岡                                                                                                                                                                                                    ","","200.00 CAS(108.00 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/12/03","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080208118940667"
"日本","鮮草莓","農藥殘留含量不符規定","川咏水果有限公司","新北市中和區建八路152巷10號2樓","0810.10.00.00-8","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥氟尼胺0.28 ppm","依據「農藥殘留容許量標準」，農藥氟尼胺定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","RICCO CO.,LTD","奈良                                                                                                                                                                                                    ","","90.00 CAS(48.60 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/12/03","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080208274282020"
"越南","鮮蚵肉","微生物含量不符規定","台灣綠康水產有限公司","桃園市蘆竹區光明路二段225之59號","0307.11.90.90-9","衛生福利部103.06.27部授食字第1031900867號公告修正「食品微生物之檢驗方法-諾羅病毒之檢驗」","檢出諾羅病毒陽性","染有病原性生物之食品不得輸入，本案不符合食品安全衛生管理法第15條第1項第4款規定。","HAI PHONG SEAPRODEX BRANCH","TS 168                                                                                                                                                                                                  ","","1,870 KGM(1,870 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/11/23","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080208408959128"
"印度","白米","農藥殘留含量不符規定","米迪南國際有限公司","新北市板橋區南雅東路37號3樓","9825.13.00.12-6","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥第滅寧0.07 ppm、馬拉松0.3 ppm","依據「農藥殘留容許量標準」，農藥第滅寧容許量為0.05 ppm、馬拉松容許量為0.1 ppm，本案不符合食品安全衛生管理法第15條規定。","KIRORIMAL KASHIRAM MARKETING AND AGENCIES PRIVATE LIMITED","","DOUBLE DEER HARROZ","1.50 TNE(1,500.00 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/11/28","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080208583490383"
"美國","時思可可製品-核桃牛軋口味","防腐劑含量不符規定","時思糖果有限公司","臺北市中山區中山北路2段99號1樓","1806.31.00.00-7","衛生福利部108年1月30日衛授食字第1081900155號公告修正「食品中防腐劑之檢驗方法(MOHWA0020.03)」;","案內產品為使用添有苯甲酸鈉之乾燥櫻桃所製成的產品，其檢出防腐劑苯甲酸0.05 g/kg，依業者提供原料成分比例換算後其「乾燥櫻桃」成分的苯甲酸含量為10 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，脫水水果之防腐劑用量以Benzoic Acid計為1.0 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","SEE'S CANDY SHOPS, INC.","","SEE'S","25.00 BOX(53.35 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/11/28","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080208710919240"
"印尼","BONCHILI 辛很守辣","防腐劑含量不符規定 & 農藥殘留含量不符規定","翔逵有限公司","臺中市中區綠川西街135號2樓之1","0904.22.00.00-1","食品藥物管理署111.3.14公布建議檢驗方法「食品中殘留農藥檢驗方法-環氧乙烷之檢驗(TFDAP0022.03)」；衛生福利部108年1月30日衛授食字第1081900155號公告修正「食品中防腐劑之檢驗方法(MOHWA0020.03)」","(1)檢出殘留農藥環氧乙烷(ethylene oxide)5.221 mg/kg
(2)檢出防腐劑苯甲酸0.03 g/kg","(1)本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。
(2)依據「食品添加物使用範圍及限量暨規格標準」，案內產品非屬食品添加物苯甲酸表列准用食品範圍，且業者說明無法提供相關佐證文件，本案不符食品安全衛生管理法第18條規定。","PT KOBE BOGA UTAMA","","BONCHILI","10.00 CTN(7.20 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/11/29","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080208881442160"
"羅馬尼亞","新鮮黑喇叭菇","重金屬含量不符規定","聯馥食品股份有限公司","台北市北投區中央北路4段515巷28號3樓","0709.51.10.00-0","衛生福利部109.07.01訂定「菇蕈類中重金屬檢驗方法」(MOHWH0025.00)","檢出重金屬鉛9 mg/kg","依據「食品中污染物質及毒素衛生標準」，鉛(菇蕈類)限量為 3 mg/kg，本案不符合食品安全衛生管理法第17條規定。","LA TABLE DE ROLAND","","LA TABLE DE ROLAND","1.00 KGM(1.00 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/11/30","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080209107493619"
"中國大陸","活中華絨螯蟹","其他衛生項目不符規定","碩璿國際貿易有限公司","新北市八里區龍米路1段237號7樓","0306.33.29.11-6","衛生福利部95.03.07署授食字第0951100001號公告「食品中戴奧辛及多氯聯苯殘留量檢驗方法(公告指定CNS總號14758 類號N6369)」；食品藥物管理署108.07.26.公開建議檢驗方法-「大閘蟹中戴奧辛及戴奧辛類多氯聯苯殘留量之檢驗方法(氣相層析串聯質譜法)(TFDAO0032.00)」","檢出戴奧辛10.4 pg / g wet weight、戴奧辛與戴奧辛類多氯聯苯含量總和10.8 pg / g wet weight","依據「食品含戴奧辛及多氯聯苯處理規範」，戴奧辛限值為3.5 pg / g wet weight、戴奧辛與戴奧辛類多氯聯苯含量總和限值為6.5 pg / g wet weight，本案不符合食品安全衛生管理法第15條規定。","盤山縣東方旭海水產養殖場","2100/AC001                                                                                                                                                                                              ","","6,400 KGM(6,400 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/12/01","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080209267770897"
"韓國","鮮蜜柑","農藥殘留含量不符規定","富威貿易有限公司","彰化縣員林市忠孝里成功東路420號2樓","0805.90.00.00-8","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥氟芬隆0.02 ppm、諾伐隆0.03 ppm","依據「農藥殘留容許量標準」，農藥氟芬隆定量極限為0.01 ppm，諾伐隆為不得檢出，本案不符合食品安全衛生管理法第15條規定。","DAMO CO., LTD","","","4.00 CTN(40.00 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/12/02","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080209389368249"
"墨西哥","海膽卵","重金屬含量不符規定","明治興國際有限公司","臺南市安平區永華六街154巷5號1樓","0308.21.19.00-3","衛生福利部110年8月26日衛授食字第1101901802號公告訂定「水產動物類、禽畜產品類及蜂蜜中重金屬檢驗方法(MOHWH0028.00)」","檢出重金屬鎘0.7 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘(其他水產動物類)限量為0.3 mg/kg，本案不符合食品安全衛生管理法第17條規定。","WK DISTRIBUTION INC","","","143.2 KGM(143.2 )","案內不符合商品依規定退運或銷毀。","2023/01/03","2022/12/14","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638080209513809108"
"智利","鮮紅櫻桃","農藥殘留含量不符規定","匯威有限公司","台北市中山區中山北路2段77巷47號9樓","0809.29.00.00-0","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽安勃0.03 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","DAVID DEL CURTO SPA","","","640.00 CTN(3,200.00 )","案內不符合商品依規定退運或銷毀。","2023/01/10","2022/12/06","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638088804629769779"
"智利","鮮紅櫻桃","農藥殘留含量不符規定","信成行國際股份有限公司","台中市西屯區臺灣大道三段660號18樓之5","0809.29.00.00-0","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽安勃0.01 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","EXPORTADORA Y SERVICIOS EL PARQUE SPA","","","840.00 CTN(2,400.00 )","案內不符合商品依規定退運或銷毀。","2023/01/10","2022/12/07","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638088804751065123"
"智利","鮮紅櫻桃","農藥殘留含量不符規定","勝裕實業有限公司","彰化縣鹿港鎮永安三路12號1樓","0809.29.00.00-0","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽安勃0.03 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SAN FRANCISCO LO GARCES SPA","","","224.00 CTN(1,120.00 )","案內不符合商品依規定退運或銷毀。","2023/01/10","2022/12/07","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638088804868473001"
"智利","紅櫻桃","農藥殘留含量不符規定","台灣新果國際有限公司","台中市西屯區惠來里市政北七路98號27樓之1","0809.29.00.00-0","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽安勃0.01 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","GESTION DE EXPORTACIONES FRUTICOLAS S.A.","","","336.00 CTN(1,680.00 )","案內不符合商品依規定退運或銷毀。","2023/01/10","2022/12/07","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638088804998833327"
"日本","鮮草莓","農藥殘留含量不符規定","川咏水果有限公司","新北市中和區建八路152巷10號2樓","0810.10.00.00-8","衛生福利部108.05.10衛授食字第1081900612號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥氟尼胺0.65 ppm","依據「農藥殘留容許量標準」，農藥氟尼胺定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","RICCO CO.,LTD","熊本                                                                                                                                                                                                    ","","3.00 CAS(1.50 )","案內不符合商品依規定退運或銷毀。","2023/01/10","2022/12/09","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638088805225188725"
"中國大陸","百合","重金屬含量不符規定","家明藥行","高雄市左營區新中里重清路155巷13號1樓","0712.90.10.00-8","衛生福利部109年7月1日衛部食字第1091901111號公告訂定「蔬果植物類、果醬和果凍食品中重金屬檢驗方法」(MOHWH0024.00)","檢出重金屬鎘0.64 mg/kg，乾品製成率10%回推值為0.06 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘(鱗莖類)限量為0.05 mg/kg，本案不符合食品安全衛生管理法第17條規定。","GUANGZHOU HXCT TRADITIONAL CHINESE MEDICINE INVESTMENT CO.,LTD.","","","396.00 KGM(396.00 )","案內不符合商品依規定退運或銷毀。","2023/01/10","2022/12/12","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638088805371888735"
"中國大陸","紙吸管","容器具-溶出試驗不符規定","董丸企業社","新北市新莊區中華路2段235號11樓","3917.32.00.30-2","衛生福利部107年9月17日衛授食字第1071901780號公告修正「食品器具、容器、包裝檢驗方法-聚乙烯塑膠類之檢驗(MOHWU0008.03)」","案內產品(粉色、白色)以4%醋酸(60°C，30 分鐘)溶出試驗結果，蒸發殘渣分別為295 ppm、396 ppm，案內產品(粉色)以20%乙醇(60℃，30分鐘)溶出試驗結果，蒸發殘渣為37 ppm","依據「食品器具容器包裝衛生標準」，以聚乙烯為合成原料之塑膠類，其溶出試驗4%醋酸(60°C，30分鐘)及20%乙醇(60℃，30分鐘)蒸發殘渣合格標準均為30 ppm以下，本案不符合食品安全衛生管理法第17條規定。","DONGYANG HUACHI ARTS & CRAFT CO.,LTD.","","米奇","160.00 PCE(10.95 )","案內不符合商品依規定退運或銷毀。","2023/01/10","2022/11/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638088805522473090"
