"年度","月份區間","分類","檢體名稱","農藥殘留量","抽樣衛生局","抽樣地點"
"114","3~4","小漿果類","子彈蓮霧","合格","新竹市","全聯實業股份有限公司新竹延平分公司/新竹市北區客雅里延平路一段214巷10、12號"
"114","3~4","小漿果類","草莓","合格","苗栗縣","草莓嘎樂園/苗栗縣公館鄉福星村館義路43號旁"
"114","3~4","小漿果類","草莓","合格","苗栗縣","北苗水果行/苗栗縣苗栗市福星街147號"
"114","3~4","小漿果類","蓮霧","合格","彰化縣","省錢便利店/彰化縣員林市三條里員東路2段313號"
"114","3~4","小漿果類","莓好時光(草莓)","合格","雲林縣","全聯實業股份有限公司二崙中正分公司/雲林縣二崙鄉崙西村中正路64巷9、11號"
"114","3~4","小漿果類","美姬草莓","合格","嘉義市","全聯實業股份有限公司嘉義東門分公司/嘉義市東區和平路134-16號1樓"
"114","3~4","小漿果類","子彈蓮霧","合格","嘉義市","大潤發流通事業股份有限公司嘉義分公司/嘉義市西區博愛路2段281號地下1樓及1樓"
"114","3~4","小漿果類","草莓","合格","高雄市","吉品市蔬菜/高雄市旗山區吉品市蔬菜"
"114","3~4","小漿果類","草莓","合格","高雄市","富邦媒體科技股份有限公司(網購平台)/臺北市內湖區洲子街96號4樓"
"114","3~4","小漿果類","草莓","合格","高雄市","旺城蔬果有限公司(網購平台)/新北市三重區仁政街152之6號2樓"
"114","3~4","小漿果類","草莓","合格","屏東縣","立果農產企業社/屏東縣屏東市頂宅里和生路一段519號1樓"
"114","3~4","小漿果類","草莓","合格","屏東縣","家福股份有限公司新屏分公司/屏東縣屏東市台糖街3號"
"114","3~4","小漿果類","冷凍草莓","合格","宜蘭縣","藏壽司宜蘭新月店/宜蘭縣宜蘭市民權二路38巷6號1樓"
"114","3~4","小漿果類","草莓","合格","宜蘭縣","喜互惠股份有限公司(慈安店)/宜蘭縣宜蘭市林森路225號"
"114","3~4","小漿果類","草莓","合格","宜蘭縣","越穗香蛋糕工作坊/宜蘭縣羅東鎮南豪里興東南路30號"
"114","3~4","小漿果類","草莓","合格","宜蘭縣","奕順軒食品股份有限公司(羅東門市)/宜蘭縣羅東鎮民權路160號"
"114","3~4","小漿果類","蓮霧","合格","花蓮縣","劉○英固攤(黃昏市場A4)/花蓮縣吉安鄉"
"114","3~4","小漿果類","蓮霧","合格","花蓮縣","鄭○麗固攤/花蓮縣玉里鎮"
"114","3~4","小漿果類","麝香葡萄","合格","花蓮縣","西施水果/花蓮縣花蓮市中山路654-2號"
"114","3~4","小漿果類","麝香葡萄","合格","花蓮縣","全聯實業股份有限公司花蓮鳳林分公司/花蓮縣鳳林鎮中正路2段212號1樓"
"114","3~4","小漿果類","蓮霧","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"114","3~4","小漿果類","蓮霧","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"114","3~4","小漿果類","紅粉戀人草莓","合格","金門縣","家福股份有限公司金門分公司/金門縣金寧鄉伯玉路2段223號、223號2樓之1、223號2樓之2、223號2樓之3、223號2樓"
"114","3~4","小漿果類","蓮霧","合格","連江縣","市攤-張○嬌/連江縣南竿鄉"
"114","3~4","小漿果類","mini草莓","百克敏(Pyraclostrobin) 0.7 (0.5)","基隆市","全聯實業股份有限公司基隆光明分公司/基隆市七堵區正光里開元路59之6號1樓"
"114","3~4","小漿果類","蓮霧","克美素(Chlormequat) 0.15 (不得檢出)","臺北市","李萬來商行大直店(萬來蔬果)/臺北市中山區北安路458巷41弄44號1樓"
"114","3~4","小漿果類","草莓","賜派滅(Spirotetramat) 0.19 (不得檢出)","臺北市","東連水果行/臺北市中山區民族東路336號6-04"
"114","3~4","小漿果類","草莓","亞派占(Isopyrazam) 1.13 (不得檢出)","桃園市","遠百企業股份有限公司桃園分公司/桃園市桃園區中山路939號"
"114","3~4","小漿果類","黑葡萄","可尼丁(Clothianidin) 1.23 (1.0)、氟尼胺(Flonicamid) 0.04 (不符使用規定)","新竹縣","全聯實業股份有限公司新埔中正分公司/新竹縣新埔鎮中正路137、139號"
"114","3~4","小漿果類","蓮霧","克美素(Chlormequat) 0.65 (不得檢出)","南投縣","金田水果行/南投縣南投市三和里大同南街70號Ａ區"
"114","3~4","小漿果類","莓好時光(草莓)","克芬蟎(Clofentezine) 2.2 (2.0)","嘉義市","全聯實業股份有限公司嘉義東門分公司/嘉義市東區華南里和平路134之16號1樓"
"114","3~4","小漿果類","蓮霧","克美素(Chlormequat) 0.14 (不得檢出)","高雄市","814百貨生鮮超市/高雄市大社區大社里中山路42之2"
"114","3~4","小漿果類","蓮霧","克美素(Chlormequat) 0.59 (不得檢出)","高雄市","盛美水果專賣店/高雄市大社區中山路298號"
"114","3~4","小漿果類","草莓","亞托敏(Azoxystrobin) 3.60 (2.0)","高雄市","盛美水果專賣店/高雄市大社區中山路298號"
"114","3~4","核果類","冷凍芒果","合格","宜蘭縣","藏壽司宜蘭新月店/宜蘭縣宜蘭市民權二路38巷6號1樓"
"114","3~4","梨果類","櫻桃","合格","基隆市","全聯實業股份有限公司基隆暖暖分公司/基隆市暖暖區暖暖街246巷166號1樓及地下1樓"
"114","3~4","梨果類","履歷棗子","合格","基隆市","家福股份有限公司基隆孝二店/基隆市仁愛區孝二路86號B1"
"114","3~4","梨果類","有機富士蘋果","合格","基隆市","里仁事業股份有限公司/基隆市安樂區麥金路231之11號"
"114","3~4","梨果類","有機蘋果","合格","基隆市","里仁事業股份有限公司/基隆市安樂區麥金路231之11號"
"114","3~4","梨果類","蜜棗","合格","基隆市","復鑫蔬果行/基隆市信義區仁一路61號1樓"
"114","3~4","梨果類","牛奶蜜棗","合格","新北市","三商家購股份有限公司新店新烏分公司/新北市新店區新烏路2段376號"
"114","3~4","梨果類","蜜棗","合格","新北市","上上青平價鮮果廣場/新北市新莊區自信街49號"
"114","3~4","梨果類","枇杷","合格","新北市","甜蜜蜜水果行/新北市林口區文化一路一段133號1樓"
"114","3~4","梨果類","有機枇杷","合格","新北市","棉花田生機園地股份有限公司中平門市/新北市新莊區中平路92巷4號1樓"
"114","3~4","梨果類","蜜棗(印度棗)","合格","臺北市","永豐餘生技股份有限公司木柵分公司(GREEN & SAFE真食物專賣店)/臺北市文山區新光路一段143號"
"114","3~4","梨果類","青蘋果","合格","新竹縣","全聯實業股份有限公司新埔中正分公司/新竹縣新埔鎮中正路137、139號"
"114","3~4","梨果類","蘋果李","合格","新竹縣","全聯實業股份有限公司新埔中正分公司/新竹縣新埔鎮中正路137、139號"
"114","3~4","梨果類","蘋果","合格","新竹市","三商家購股份有限公司新竹東大二分公司/新竹市東大路3段525、527號"
"114","3~4","梨果類","富士蘋果","合格","新竹市","台灣楓康超市經國店/新竹市香山區經國路三段33號"
"114","3~4","梨果類","蘋果","合格","新竹市","統康生活事業股份有限公司振興分公司/新竹市振興路62號及68號"
"114","3~4","梨果類","富士蘋果","合格","新竹市","Mia C'bon新竹大遠百店/新竹市東區西大路323號B1"
"114","3~4","梨果類","蜜棗","合格","苗栗縣","全聯實業股份有限公司頭份中華分公司/苗栗縣頭份市中華路818號"
"114","3~4","梨果類","小富士蘋果","合格","南投縣","楓康超市(水里分公司)/南投縣水里鄉中山路一段238號"
"114","3~4","梨果類","蘋果","合格","嘉義縣","家福股份有限公司太保祥和分公司/嘉義縣太保市太保二路111號"
"114","3~4","梨果類","富士蘋果","合格","嘉義縣","家福股份有限公司太保祥和分公司/嘉義縣太保市太保二路111號"
"114","3~4","梨果類","小蘋果","合格","嘉義縣","全聯實業股份有限公司中埔中山分公司/嘉義縣中埔鄉和美村司公廍73-1、73-2、73-3、73-4號"
"114","3~4","梨果類","富士蘋果","合格","嘉義市","全聯實業股份有限公司嘉義南京分公司/嘉義市西區南京路416號"
"114","3~4","梨果類","蜜蘋果","合格","高雄市","吉品市蔬菜/高雄市旗山區吉品市蔬菜"
"114","3~4","梨果類","棗子","合格","屏東縣","保證責任屏東縣寶島南方蔬果生產合作社/屏東縣高樹鄉舊庄村慈新路二段48號"
"114","3~4","梨果類","棗子","合格","宜蘭縣","宜蘭縣農會生鮮調配中心/宜蘭縣宜蘭市林森路155號"
"114","3~4","梨果類","蘋果","合格","花蓮縣","余○環固攤/花蓮縣花蓮市"
"114","3~4","梨果類","蘋果","合格","花蓮縣","阮○○玲固攤(黃昏市場D35)/花蓮縣吉安鄉"
"114","3~4","梨果類","富士蘋果","合格","花蓮縣","福泰水果行/花蓮縣鳳林鎮光復路95號"
"114","3~4","梨果類","蘋果","合格","花蓮縣","銘師父創意料理(銘師父担仔麵/銘師父擔仔麵)/花蓮縣吉安鄉明義六街38巷22號"
"114","3~4","梨果類","有機茱麗葉蘋果","合格","花蓮縣","全聯實業股份有限公司吉安自強分公司/花蓮縣吉安鄉勝安村自強路281號"
"114","3~4","梨果類","牛奶蜜棗","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"114","3~4","梨果類","枇杷","合格","臺東縣","員祥青果號/臺東縣臺東市濟南街61巷180號"
"114","3~4","梨果類","青蘋果","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"114","3~4","梨果類","蘋果","合格","金門縣","全真商行/金門縣金湖鎮新市里國順街12號"
"114","3~4","梨果類","蜜棗","合格","連江縣","市攤-陳○金/連江縣南竿鄉"
"114","3~4","梨果類","李子","合格","連江縣","市攤-陳○金/連江縣南竿鄉"
"114","3~4","柑桔類","黃檸檬","合格","基隆市","全聯實業股份有限公司基隆孝東分公司/基隆市信義區孝深里孝東路92號、96號、92號地下一層之1、92號地下一層之2"
"114","3~4","柑桔類","茂谷柑","合格","基隆市","統康生活事業股份有限公司八斗子二分公司/基隆市信義區深溪路63、65號"
"114","3~4","柑桔類","甜柳丁","合格","新北市","阿柳水果廣場/新北市土城區延吉街263號1樓"
"114","3~4","柑桔類","甜橙","合格","新北市","全聯實業股份有限公司三重集美分公司/新北市三重區集美街18之6、18之7、18之8號1樓"
"114","3~4","柑桔類","桶柑","合格","新北市","金鑽牛有限公司/新北市中和區建一路92號1樓"
"114","3~4","柑桔類","茂谷柑","合格","新北市","陳○男/新北市新莊區"
"114","3~4","柑桔類","金桔","合格","臺北市","彥城商行(CoCo)/臺北市士林區中正路342號1樓"
"114","3~4","柑桔類","四季金桔","合格","臺北市","士林綠茶店(市招:50嵐)/臺北市士林區中正路235巷38號"
"114","3~4","柑桔類","臍橙","合格","新竹市","Mia C'bon新竹大遠百店/新竹市東區西大路323號B1"
"114","3~4","柑桔類","金桔","合格","新竹市","Mia C'bon新竹大遠百店/新竹市東區西大路323號B1"
"114","3~4","柑桔類","檸檬","合格","南投縣","全聯實業股份有限公司南投水里分公司/南投縣水里鄉中山路1段273號1樓"
"114","3~4","柑桔類","橙","合格","南投縣","全聯實業股份有限公司南投彰南分公司/南投縣南投市嘉和里彰南路一段560、562、566、568號、560號2樓"
"114","3~4","柑桔類","金棗(金柑)","合格","嘉義市","全聯實業股份有限公司嘉義東門分公司/嘉義市東區和平路134-16號1樓"
"114","3~4","柑桔類","桔子","合格","屏東縣","里港鄉農會生鮮超市/屏東縣里港鄉春林村中山路24號"
"114","3~4","柑桔類","桔子","合格","屏東縣","814生鮮超市麟洛店/屏東縣麟洛鄉麟趾村中正路58號1樓"
"114","3~4","柑桔類","桶柑","合格","宜蘭縣","宜蘭縣農會生鮮調配中心/宜蘭縣宜蘭市林森路155號"
"114","3~4","柑桔類","金棗(金桔)","合格","花蓮縣","統冠超市-美崙化道店/花蓮縣花蓮市化道路11號"
"114","3~4","柑桔類","香吉士","合格","花蓮縣","煙波大飯店-慕拉餐廳/花蓮縣花蓮市民立里中美路142號、142號2-7樓"
"114","3~4","柑桔類","黃檸檬","合格","花蓮縣","全聯實業股份有限公司花蓮美崙分公司/花蓮縣花蓮市中美路113-6.113-7.113-8號"
"114","3~4","柑桔類","桶柑","合格","臺東縣","臺東地區農會附設農民購物中心-集貨包裝場/臺東縣臺東市四川路一段664號"
"114","3~4","柑桔類","金棗","第滅寧(Deltamethrin) 0.11 (0.05)","新竹縣","億客來生鮮超市/新竹縣竹北市嘉興路460號"
"114","3~4","茶類","凍頂烏龍茶","合格","宜蘭縣","晶英酒店(紅樓中式料理)/宜蘭縣宜蘭市民權路2段36號"
"114","3~4","茶類","蜜香紅茶","合格","宜蘭縣","晶英酒店(紅樓中式料理)/宜蘭縣宜蘭市民權路2段36號"
"114","3~4","茶類","熟成紅茶","合格","宜蘭縣","85度C宜蘭中山店/宜蘭縣宜蘭市中山路5段135號一樓"
"114","3~4","茶類","特級紅茶葉","合格","宜蘭縣","壹咖啡(宜蘭縣府)/宜蘭縣宜蘭市縣政北路1路"
"114","3~4","茶類","頂級紅茶","合格","宜蘭縣","comebuy宜蘭復興/宜蘭縣宜蘭市復興路一段127號"
"114","3~4","茶類","茉香綠茶","合格","宜蘭縣","85度C頭城青雲店/宜蘭縣頭城鎮青雲路3段128號"
"114","3~4","茶類","青魔綠茶","合格","宜蘭縣","波壹/宜蘭縣礁溪鄉育才路7號(中華電信旁第4間)"
"114","3~4","茶類","四季焙香茶葉","合格","宜蘭縣","小乃紅茶冰/宜蘭縣礁溪鄉育才路2號"
"114","3~4","茶類","鐵觀音烏龍茶","合格","宜蘭縣","小木屋鬆餅/宜蘭縣宜蘭市中山路三段165號"
"114","3~4","其他類","芡實(貢)","合格","桃園市","順發中藥房/桃園市桃園區莊一街87號"
"114","3~4","其他類","生可可豆","合格","宜蘭縣","曼斐諾巧克力/宜蘭縣宜蘭市幸福路52號"
"114","3~4","其他類","可可豆","合格","宜蘭縣","Rebirth chocolate睿柏甜點工作坊/宜蘭縣宜蘭市中山里西安街６２號"
"114","3~4","香辛植物及其他草木本植物","法蘭西玫瑰","合格","基隆市","遠東新食器時代/基隆市仁愛區忠三路99號"
"114","3~4","香辛植物及其他草木本植物","紅玫瑰花","合格","新北市","露晴食品企業社/新北市中和區華新街51號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","新北市","遠東都會股份有限公司板橋店/新北市板橋區新站路28號B1樓"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","新北市","陳○豪/新北市土城區"
"114","3~4","香辛植物及其他草木本植物","香菜(芫荽)","合格","臺北市","菓之鄉水果專賣店/臺北市南港區同德路60號"
"114","3~4","香辛植物及其他草木本植物","有機香菜(芫荽)","合格","臺北市","瓦克新鮮屋有限公司(網購平台)/臺北市大安區建國南路二段296號"
"114","3~4","香辛植物及其他草木本植物","香菜(芫荽)","合格","臺北市","奇麟企業有限公司(網購平台)/新北市林口區文化二路一段277號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","桃園市","台西農產企業有限公司/桃園市桃園區中正路746號1樓"
"114","3~4","香辛植物及其他草木本植物","粉玫瑰","合格","桃園市","柚子烘焙材料食品(中壢店)/桃園市中壢區延平路448號"
"114","3~4","香辛植物及其他草木本植物","紅玫瑰花","合格","桃園市","順發中藥房/桃園市桃園區莊一街87號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","新竹縣","竹北市農會推廣供銷中心/新竹縣竹北市中正東路487號"
"114","3~4","香辛植物及其他草木本植物","芫荽","合格","新竹市","遠百企業股份有限公司新竹巨城分公司/新竹市東區中央路229號B1"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","臺中市","全聯實業股份有限公司臺中惠文分公司/臺中市南屯區田心里惠文路338、338-1、338-2號、338號2樓"
"114","3~4","香辛植物及其他草木本植物","粉玫瑰花","合格","南投縣","哈拉里咖啡專賣店/南投縣埔里鎮中正二路81號"
"114","3~4","香辛植物及其他草木本植物","芫荽-履歷香菜","合格","南投縣","全聯實業股份有限公司南投北門分公司/南投縣埔里鎮自強路80號1樓"
"114","3~4","香辛植物及其他草木本植物","玫瑰花瓣","合格","南投縣","玫開四度食用玫瑰園有限公司/南投縣埔里鎮牛眠里內埔路2-2號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","雲林縣","程農農產有限公司/雲林縣二崙鄉安平路130號1樓"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","雲林縣","晴恩農產行/雲林縣西螺鎮平和南路39號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","雲林縣","太陽生鮮農產股份有限公司/雲林縣西螺鎮市場北路260號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","嘉義縣","台朔環保科技股份有限公司(網購平台)/臺北市內湖區石潭里南京東路六段390號5樓"
"114","3~4","香辛植物及其他草木本植物","有機香菜","合格","嘉義縣","台朔環保科技股份有限公司(網購平台)/臺北市內湖區石潭里南京東路六段390號5樓"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","嘉義縣","根嶺網有限公司(網購平台)/新北市三重區五華街93巷93號"
"114","3~4","香辛植物及其他草木本植物","粉紅玫瑰花","合格","嘉義市","槿棠數位廣告股份有限公司(網購平台)/臺北市大同區迪化街1段72巷8弄4號2樓"
"114","3~4","香辛植物及其他草木本植物","紅玫瑰花","合格","嘉義市","槿棠數位廣告股份有限公司(網購平台)/臺北市大同區迪化街1段72巷8弄4號2樓"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","臺南市","北海道股份有限公司/臺南市東區大智里生產路516號"
"114","3~4","香辛植物及其他草木本植物","歐粉玫瑰花","合格","屏東縣","順生好中藥房/屏東縣屏東市建國里建華一街156號1樓"
"114","3~4","香辛植物及其他草木本植物","乾燥玫瑰花瓣","合格","屏東縣","大花農場/屏東縣九如鄉東寧村九東路118號"
"114","3~4","香辛植物及其他草木本植物","有機香菜","合格","屏東縣","家福股份有限公司新屏分公司/屏東縣屏東市台糖街3號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","屏東縣","814百貨生鮮超市(廣東店)/屏東縣屏東市豐榮里廣東路87號"
"114","3~4","香辛植物及其他草木本植物","乾燥玫瑰花瓣","合格","宜蘭縣","大花農場/宜蘭縣宜蘭市女中路二段287號"
"114","3~4","香辛植物及其他草木本植物","玫瑰花","合格","宜蘭縣","宣洋實業股份有限公司(曼寧花草茶)/宜蘭縣宜蘭市女中路二段287號"
"114","3~4","香辛植物及其他草木本植物","芫荽-香菜","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","臺東縣","統冠超市-臺東店/臺東縣臺東市新生里中興路一段318號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","臺東縣","統冠超市-池上店/臺東縣池上鄉新生路137號"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","澎湖縣","青翠美麗蔬果行/澎湖縣馬公市陽明里大勇街41號1樓"
"114","3~4","香辛植物及其他草木本植物","香菜","合格","連江縣","市場攤位-青菜攤-陳○金/連江縣南竿鄉"
"114","3~4","香辛植物及其他草木本植物","香菜","托福松(Terbufos) 0.06 (不得檢出)","基隆市","好康蔬果行/基隆市信義區義七路7號1樓"
"114","3~4","香辛植物及其他草木本植物","玫瑰花","賽滅寧(Cypermethrin) 0.15 (不符使用規定)","新北市","一古堂中藥行/新北市板橋區北門街42號"
"114","3~4","香辛植物及其他草木本植物","香菜(芫荽)","陶斯松(Chlorpyrifos) 0.01 (不得檢出)、愛殺松(Ethion) 0.03 (不得檢出)","臺北市","榮濱市場路邊攤(陳○明)/臺北市中山區"
"114","3~4","香辛植物及其他草木本植物","香菜","陶斯松(Chlorpyrifos) 0.02 (不得檢出)、愛殺松(Ethion) 0.02 (不得檢出)","桃園市","開飯川食堂-中壢店/桃園市中壢區元化路357號8樓"
"114","3~4","香辛植物及其他草木本植物","香菜","殺丹(Thiobencarb) 0.08 (不符使用規定)","臺南市","蕭新鮮蔬菜批發零售/臺南市東區崇德路482號"
"114","3~4","香辛植物及其他草木本植物","香菜","貝芬替(Carbendazim) 0.04 (不符使用規定)","屏東縣","新園超市(新園生鮮超市)/屏東縣新園鄉仙吉村仙吉路61-1號"
"114","3~4","米類","有機白米","合格","桃園市","大潤發流通事業股份有限公司八德分公司/桃園市八德區介壽路2段148號"
"114","3~4","米類","有機糯米","合格","桃園市","蕃薯藤有限公司/桃園市桃園區泰山里縣府路130號1樓"
"114","3~4","米類","有機黑糯米","合格","桃園市","蕃薯藤有限公司/桃園市桃園區泰山里縣府路130號1樓"
"114","3~4","米類","有機糙米","合格","宜蘭縣","全聯實業股份有限公司羅東培英分公司/宜蘭縣羅東鎮賢文里培英路2號"
"114","3~4","米類","有機糙米","合格","宜蘭縣","全聯實業股份有限公司羅東培英分公司/宜蘭縣羅東鎮賢文里培英路2號"
"114","3~4","米類","有機白米","合格","臺東縣","臺東縣農會生鮮超市/臺東縣臺東市新生路195號"
"114","3~4","雜糧類","甜玉米","合格","金門縣","金門區漁會生鮮超市/金門縣金湖鎮漁市場1號"
"114","3~4","乾豆類","毛綠豆","合格","桃園市","蕃薯藤有限公司/桃園市桃園區泰山里縣府路130號1樓"
"114","3~4","乾豆類","天然紅豆","合格","桃園市","蕃薯藤有限公司/桃園市桃園區泰山里縣府路130號1樓"
"114","3~4","乾豆類","紅豆","合格","宜蘭縣","冬山武淵/宜蘭縣冬山鄉富農路二段276號1+2樓"
"114","3~4","乾豆類","綠豆","合格","臺東縣","家華一實業有限公司/臺東縣臺東市中華路一段227號1樓"
"114","3~4","乾豆類","紅豆","合格","臺東縣","三能商號/臺東縣臺東市四維路一段五一二號一樓"
"114","3~4","乾豆類","紅豆","合格","澎湖縣","全家澎湖和田店/澎湖縣馬公市民權路2號"
"114","3~4","包葉菜類","美生菜","合格","基隆市","7-ELEVEN新暖東門市/基隆市暖暖區暖暖街175、177號1樓"
"114","3~4","包葉菜類","翠玉娃娃菜","合格","基隆市","全聯實業股份有限公司基隆暖暖分公司/基隆市暖暖區暖暖街246巷166號1樓及地下1樓"
"114","3~4","包葉菜類","結球萵苣-履歷美生菜","合格","基隆市","家福股份有限公司基隆孝二店/基隆市仁愛區孝二路86號B1"
"114","3~4","包葉菜類","青花苔(青花菜)","合格","基隆市","微笑蔬果量販店/基隆市暖暖區暖暖街176號1樓"
"114","3~4","包葉菜類","白菜","合格","基隆市","全聯實業股份有限公司基隆孝東分公司/基隆市信義區孝深里孝東路92號、96號、92號地下一層之1、92號地下一層之2"
"114","3~4","包葉菜類","娃娃菜","合格","新北市","蘇○文/新北市三峽區"
"114","3~4","包葉菜類","翠玉娃娃菜","合格","新北市","開飯川食堂中和環球店/新北市中和區中山路3段122號4樓"
"114","3~4","包葉菜類","甘藍(高麗菜)","合格","新北市","全聯實業股份有限公司林口麗都分公司/新北市林口區文化二路1段106號"
"114","3~4","包葉菜類","大頭(結頭)菜","合格","新北市","蝦米蔬果行/新北市深坑區北深路三段71號"
"114","3~4","包葉菜類","特級大頭菜","合格","新北市","家福股份有限公司中平分公司/新北市新莊區中平路108號B1"
"114","3~4","包葉菜類","花椰菜","合格","新北市","友國果菜行/新北市板橋區板城路1000號"
"114","3~4","包葉菜類","白色花椰菜","合格","新北市","吳○丞/新北市板橋區"
"114","3~4","包葉菜類","刈菜(包心芥菜)","合格","臺北市","菓之鄉水果專賣店/臺北市南港區同德路60號"
"114","3~4","包葉菜類","青花菜","合格","臺北市","詠鑽蔬果專賣店(新天地蔬果量販店)/臺北市士林區美崙街18號1樓"
"114","3~4","包葉菜類","青梗花椰菜","合格","臺北市","虎林街早市-無市招菜攤(邵○祥)/臺北市信義區"
"114","3~4","包葉菜類","白菜","合格","臺北市","榮濱市場路邊攤(吳○玲)/臺北市中山區"
"114","3~4","包葉菜類","白花椰菜","合格","臺北市","第一果菜批發市場-林○梅(地號216)/臺北市萬華區"
"114","3~4","包葉菜類","青花菜","合格","桃園市","正祥(編號:17號)/桃園市中壢區五族街五穀街"
"114","3~4","包葉菜類","白花椰菜","合格","桃園市","建程行(編號:49號)/桃園市中壢區五族街五穀街"
"114","3~4","包葉菜類","產銷履歷青花椰菜","合格","桃園市","新視紀媒體科技股份有限公司(網購平台)/臺北市大安區敦化南路二段46號4樓之1"
"114","3~4","包葉菜類","大刈(包心芥菜)","合格","桃園市","海口農產企業有限公司/桃園市中壢區林森里環中東路二段842、844、846、848號1樓"
"114","3~4","包葉菜類","包割菜","合格","新竹縣","竹北市農會推廣供銷中心/新竹縣竹北市中正東路487號"
"114","3~4","包葉菜類","大白菜","合格","新竹縣","全聯實業股份有限公司新埔中正分公司/新竹縣新埔鎮中正路137、139號"
"114","3~4","包葉菜類","大芥菜","合格","新竹市","全聯實業股份有限公司新竹關新西分公司/新竹市東區關新里關新西街163、165號"
"114","3~4","包葉菜類","結球萵苣","合格","新竹市","統康生活事業股份有限公司振興分公司/新竹市振興路62號及68號"
"114","3~4","包葉菜類","芥菜","合格","臺中市","全聯實業股份有限公司東勢東關分公司/臺中市東勢區延平里東關路7段336、338號"
"114","3~4","包葉菜類","芥菜","合格","臺中市","旺發香港燒臘美食/臺中市西屯區河南路二段469號"
"114","3~4","包葉菜類","白花椰","合格","臺中市","台灣主婦聯盟生活消費合作社豐原站/臺中市豐原區瑞安街68號"
"114","3~4","包葉菜類","花椰菜","合格","臺中市","全聯實業股份有限公司台中福星分公司/臺中市西屯區西平里福星北路60號"
"114","3~4","包葉菜類","有機高麗菜","合格","彰化縣","豐成食品工廠/彰化縣溪湖鎮中山里大溪路1段619巷91弄18、24號"
"114","3~4","包葉菜類","有機包心白菜","合格","彰化縣","豐成食品工廠/彰化縣溪湖鎮中山里大溪路1段619巷91弄18、24號"
"114","3~4","包葉菜類","大頭菜","合格","彰化縣","保証責任彰化縣果菜運銷合作社/彰化縣福興鄉麥厝村出水街18-8號"
"114","3~4","包葉菜類","白花椰菜","合格","彰化縣","保證責任彰化縣埔鹽鄉菁英農民果菜生產合作社/彰化縣埔鹽鄉好修村員鹿路二段44-5號"
"114","3~4","包葉菜類","高麗菜","合格","彰化縣","保證責任彰化縣田尾果菜生產合作社/彰化縣田尾鄉海豐村光華巷110號"
"114","3~4","包葉菜類","有機甘藍","合格","南投縣","全聯實業股份有限公司南投水里分公司/南投縣水里鄉中山路1段273號1樓"
"114","3~4","包葉菜類","翠玉白菜","合格","雲林縣","太陽生鮮農產股份有限公司/雲林縣西螺鎮市場北路260號"
"114","3~4","包葉菜類","大白菜","合格","雲林縣","良茂農產行/雲林縣西螺鎮市場南路305號"
"114","3~4","包葉菜類","花椰菜","合格","嘉義縣","家福股份有限公司太保祥和分公司/嘉義縣太保市太保二路111號"
"114","3~4","包葉菜類","白菜心","合格","嘉義縣","全聯實業股份有限公司布袋太平東分公司/嘉義縣布袋鎮龍江里太平東路457號"
"114","3~4","包葉菜類","翠玉娃娃菜","合格","嘉義縣","全聯實業股份有限公司布袋太平東分公司/嘉義縣布袋鎮龍江里太平東路457號"
"114","3~4","包葉菜類","翠玉娃娃菜","合格","嘉義縣","全聯實業股份有限公司布袋太平東分公司/嘉義縣布袋鎮龍江里太平東路457號"
"114","3~4","包葉菜類","青花菜","合格","嘉義市","全聯實業股份有限公司嘉義南京分公司/嘉義市西區南京路416號"
"114","3~4","包葉菜類","翠玉娃娃菜","合格","嘉義市","全聯實業股份有限公司嘉義南京分公司/嘉義市西區南京路416號"
"114","3~4","包葉菜類","白花椰菜","合格","臺南市","林○青菜攤/臺南市麻豆區"
"114","3~4","包葉菜類","包心芥菜","合格","高雄市","英明果菜行/高雄市美濃區中正路一段83號"
"114","3~4","包葉菜類","包心芥菜","合格","高雄市","東倉超市/高雄市大社區大新路38號"
"114","3~4","包葉菜類","芥菜心","合格","屏東縣","九如鄉農會生鮮超市/屏東縣九如鄉九清村九如路2段205號"
"114","3~4","包葉菜類","翠玉娃娃菜","合格","花蓮縣","全聯實業股份有限公司花蓮太昌分公司/花蓮縣花蓮市建國路二段262、266號"
