"年度","月份區間","分類","檢體名稱","農藥殘留量","抽樣衛生局","抽樣地點"
"114","9~10","小葉菜類","青江菜","合格","雲林縣","保證責任雲林縣大北園果菜生產合作社/雲林縣二崙鄉尖厝崙5號"
"114","9~10","小葉菜類","油菜","合格","雲林縣","漢光農業生技股份有限公司/雲林縣西螺鎮新安里振安路98號"
"114","9~10","小葉菜類","油菜","合格","雲林縣","漢光農業生技股份有限公司/雲林縣西螺鎮新安里振安路98號"
"114","9~10","小葉菜類","青江菜","合格","雲林縣","漢光農業生技股份有限公司/雲林縣西螺鎮新安里振安路98號"
"114","9~10","小葉菜類","青江菜","合格","雲林縣","漢光農業生技股份有限公司/雲林縣西螺鎮新安里振安路98號"
"114","9~10","小葉菜類","空心菜","合格","雲林縣","漢光農業生技股份有限公司/雲林縣西螺鎮新安里振安路98號"
"114","9~10","小葉菜類","空心菜","合格","雲林縣","漢光農業生技股份有限公司/雲林縣西螺鎮新安里振安路98號"
"114","9~10","小葉菜類","九層塔","合格","雲林縣","雲林縣新豐蔬菜生產合作社/雲林縣西螺鎮新豐里264號"
"114","9~10","小葉菜類","地瓜葉","合格","雲林縣","雲林縣新豐蔬菜生產合作社/雲林縣西螺鎮新豐里264號"
"114","9~10","小葉菜類","皇宮菜","合格","雲林縣","雲林縣新豐蔬菜生產合作社/雲林縣西螺鎮新豐里264號"
"114","9~10","小葉菜類","空心菜","合格","雲林縣","和心果菜生產合作社/雲林縣西螺鎮詔安里37-1號1樓"
"114","9~10","小葉菜類","莧菜","合格","雲林縣","和心果菜生產合作社/雲林縣西螺鎮詔安里37-1號1樓"
"114","9~10","小葉菜類","油菜","合格","雲林縣","和心果菜生產合作社/雲林縣西螺鎮詔安里37-1號1樓"
"114","9~10","小葉菜類","小白菜","合格","雲林縣","和心果菜生產合作社/雲林縣西螺鎮詔安里37-1號1樓"
"114","9~10","小葉菜類","小松菜","合格","雲林縣","和心果菜生產合作社/雲林縣西螺鎮詔安里37-1號1樓"
"114","9~10","小葉菜類","青江菜","合格","雲林縣","和心果菜生產合作社/雲林縣西螺鎮詔安里37-1號1樓"
"114","9~10","小葉菜類","莧菜","合格","雲林縣","健心農產流通股份有限公司/雲林縣西螺鎮市場北路258號"
"114","9~10","小葉菜類","紅鳳菜","合格","嘉義縣","根嶺網有限公司(網購平台)/新北市三重區五華街93巷93號"
"114","9~10","小葉菜類","蘿美","合格","嘉義縣","全聯實業股份有限公司嘉義竹崎分公司/嘉義縣竹崎鄉竹崎村中華路106號"
"114","9~10","小葉菜類","紅鳳菜","合格","嘉義縣","根嶺網有限公司(網購平台)/新北市三重區五華街93巷93號"
"114","9~10","小葉菜類","西洋芹菜","合格","嘉義市","全聯實業股份有限公司嘉義民國分公司/嘉義市東區民國路30號"
"114","9~10","小葉菜類","履歷青江","合格","嘉義市","全聯實業股份有限公司嘉義民國分公司/嘉義市東區民國路30號"
"114","9~10","小葉菜類","小松菜","合格","嘉義市","豐富家實業有限公司/嘉義市西區青年街135號1樓"
"114","9~10","小葉菜類","荷葉白菜","合格","嘉義市","豐富家實業有限公司/嘉義市西區青年街135號1樓"
"114","9~10","小葉菜類","黑葉白菜","合格","嘉義市","豐富家實業有限公司/嘉義市西區青年街135號1樓"
"114","9~10","小葉菜類","選鮮青江","合格","嘉義市","統康生活事業股份有限公司德明分公司/嘉義市西區德明路128號、130號、132號"
"114","9~10","小葉菜類","有機黑葉白菜","合格","嘉義市","保證責任嘉義市嘉全果菜生產合作社/嘉義市東區林森東路367-45號"
"114","9~10","小葉菜類","有機荷葉白菜","合格","嘉義市","保證責任嘉義市嘉全果菜生產合作社/嘉義市東區林森東路367-45號"
"114","9~10","小葉菜類","有機空心菜","合格","嘉義市","保證責任嘉義市嘉全果菜生產合作社/嘉義市東區林森東路367-45號"
"114","9~10","小葉菜類","有機青油菜","合格","嘉義市","里仁嘉義中山店/嘉義市西區中山路475號"
"114","9~10","小葉菜類","有機白莧菜","合格","嘉義市","里仁嘉義中山店/嘉義市西區中山路475號"
"114","9~10","小葉菜類","有機小白菜","合格","臺南市","時生農業股份有限公司/臺南市官田區裕農路192號"
"114","9~10","小葉菜類","有機青江菜","合格","臺南市","康是美藥局和緯店/臺南市北區和緯路二段238號1樓"
"114","9~10","小葉菜類","蘿美","合格","高雄市","全聯實業股份有限公司三民十全三分公司/高雄市三民區德西里十全三路61、63號1樓"
"114","9~10","小葉菜類","油菜","合格","高雄市","這一小鍋高雄義享店/高雄市鼓山區大順一路115號A館B2樓"
"114","9~10","小葉菜類","冷凍生青蔥","合格","宜蘭縣","誠新實業有限公司(網購平台)/彰化縣田中鎮北路里中山街337號"
"114","9~10","小葉菜類","紅杏菜","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"114","9~10","小葉菜類","白杏菜","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"114","9~10","小葉菜類","芥藍菜","合格","宜蘭縣","中年大叔食品有限公司(網購平台)/新北市三重區自強路三段87巷8號3樓"
"114","9~10","小葉菜類","紅菜","合格","宜蘭縣","中年大叔食品有限公司(網購平台)/新北市三重區自強路三段87巷8號3樓"
"114","9~10","小葉菜類","紅鳳菜","合格","宜蘭縣","全聯實業股份有限公司羅東純精分公司/宜蘭縣羅東鎮純精路2段230號1樓"
"114","9~10","小葉菜類","有機白莧菜","合格","宜蘭縣","棉花田生機園地股份有限公司(宜蘭中山店)/宜蘭縣宜蘭市中山路三段88號"
"114","9~10","小葉菜類","有機皇宮菜","合格","宜蘭縣","聖德科斯生機食品-新宜蘭門市/宜蘭縣宜蘭市中山路三段127號1樓"
"114","9~10","小葉菜類","有機皇宮菜","合格","宜蘭縣","聖德科斯生機食品-新宜蘭門市/宜蘭縣宜蘭市中山路三段127號1樓"
"114","9~10","小葉菜類","有機紅莧","合格","宜蘭縣","聖德科斯生機食品-新宜蘭門市/宜蘭縣宜蘭市中山路三段127號1樓"
"114","9~10","小葉菜類","有機黑葉白菜","合格","宜蘭縣","聖德科斯生機食品-新宜蘭門市/宜蘭縣宜蘭市中山路三段127號1樓"
"114","9~10","小葉菜類","有機荷葉白菜","合格","宜蘭縣","里仁有機蔬果/宜蘭縣羅東鎮和平路104號"
"114","9~10","小葉菜類","有機轉型期福山萵苣","合格","宜蘭縣","里仁有機蔬果/宜蘭縣羅東鎮和平路104號"
"114","9~10","小葉菜類","有機小松蔡","合格","花蓮縣","宜昌國小/花蓮縣吉安鄉宜昌一街41號"
"114","9~10","小葉菜類","有機空心菜","合格","花蓮縣","北昌國小廚房/花蓮縣吉安鄉自強路533號"
"114","9~10","小葉菜類","油菜","合格","花蓮縣","花蓮縣壽豐鄉平和國中/花蓮縣壽豐鄉平和村平和路48號"
"114","9~10","小葉菜類","油菜","合格","臺東縣","桂田璽悅酒店股份有限公司-阿力海餐廳/臺東縣臺東市文化里正氣路316號"
"114","9~10","小葉菜類","小白菜","合格","臺東縣","桂田璽悅酒店股份有限公司-阿力海餐廳/臺東縣臺東市文化里正氣路316號"
"114","9~10","小葉菜類","青江菜","合格","臺東縣","桂田璽悅酒店股份有限公司-阿力海餐廳/臺東縣臺東市文化里正氣路316號"
"114","9~10","小葉菜類","有機韭菜","合格","臺東縣","家福股份有限公司台東分公司/臺東縣臺東市文化里正氣路300之1號"
"114","9~10","小葉菜類","九層塔","合格","臺東縣","全聯實業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號1樓"
"114","9~10","小葉菜類","葉用甘藷-甘藷葉(產銷)","合格","澎湖縣","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市光榮里文光路85號1樓"
"114","9~10","小葉菜類","履歷小白菜","合格","澎湖縣","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市光榮里文光路85號1樓"
"114","9~10","小葉菜類","空心菜","合格","金門縣","乃助商行/金門縣金寧鄉安美村湖南70號"
"114","9~10","小葉菜類","地瓜葉","合格","金門縣","乃助商行/金門縣金寧鄉安美村湖南70號"
"114","9~10","小葉菜類","青江菜","合格","金門縣","乃助商行/金門縣金寧鄉安美村湖南70號"
"114","9~10","小葉菜類","空心菜","合格","金門縣","謙瞳牛業食品蔬果行/金門縣金城鎮民權路125號"
"114","9~10","小葉菜類","白莧菜","合格","金門縣","謙瞳牛業食品蔬果行/金門縣金城鎮民權路125號"
"114","9~10","小葉菜類","紅鳳菜","合格","金門縣","新東利蔬果行/金門縣烈嶼鄉林湖村東林31之2號"
"114","9~10","小葉菜類","空心菜","合格","金門縣","海藍藍/金門縣烈嶼鄉東林街78號"
"114","9~10","小葉菜類","九層塔","合格","金門縣","海藍藍/金門縣烈嶼鄉東林街78號"
"114","9~10","小葉菜類","地瓜葉","合格","金門縣","海藍藍/金門縣烈嶼鄉東林街78號"
"114","9~10","小葉菜類","紅莧菜","合格","金門縣","合成商行/金門縣烈嶼鄉東林117號"
"114","9~10","小葉菜類","莧菜","合格","連江縣","市場攤位-青菜攤-陳○/連江縣南竿鄉"
"114","9~10","小葉菜類","地瓜葉","合格","連江縣","市場攤位-青菜攤-陳○/連江縣南竿鄉"
"114","9~10","小葉菜類","韭菜","合格","連江縣","市攤- 曹○金/連江縣南竿鄉"
"114","9~10","小葉菜類","空心菜","合格","連江縣","隆順商店/連江縣南竿鄉介壽村362號"
"114","9~10","小葉菜類","皇宮菜","合格","連江縣","市場攤位-青菜攤-陳○金/連江縣南竿鄉"
"114","9~10","小葉菜類","地瓜葉","合格","連江縣","市場攤位-青菜攤-陳○/連江縣南竿鄉"
"114","9~10","小葉菜類","空心菜","合格","連江縣","市攤-陳○金/連江縣南竿鄉"
"114","9~10","小葉菜類","小豆苗","合格","連江縣","福祥企業社/連江縣南竿鄉福沃村143號"
"114","9~10","小葉菜類","皇宮菜","白克列(Boscalid) 0.78 (不符使用規定)、普拔克(Propamocarb hydrochloride) 0.06 (不符使用規定)、百克敏(Pyraclostrobin) 0.05 (不符使用規定)","基隆市","復鑫蔬果行/基隆市信義區仁一路61號1樓"
"114","9~10","小葉菜類","油菜","阿巴汀(Abamectin) 0.20 (0.05)","新北市","築間餐飲事業股份有限公司板橋館前營業所/新北市板橋區館前東路96號、96-2號1樓"
"114","9~10","小葉菜類","油菜","達特南(Dinotefuran) 2.9 (2.0)","新北市","雲雀國際股份有限公司涮乃葉徐匯廣場店/新北市蘆洲區中山一路8號4樓"
"114","9~10","小葉菜類","青蔥","芬滅松(Fenamiphos)  0.03 (不符使用規定)、佈飛松(Profenophos) 1.2 (1.0)、普克利(Propiconazole) 0.4 (0.1)、待克利(Difenoconazole) 1.5 (1.0)","臺北市","臺北市第二果菜批發市場第19-13號/臺北市中山區民族東路336號"
"114","9~10","小葉菜類","青蔥","賓克隆(Pencycuron) 4.2 (2.5)、貝芬替(Carbendazim) 2.6 (1.0)、克凡派(Chlorfenapyr) 2.7 (1.0)、賽氟滅(Thifluzamide) 0.03 (不得檢出)","臺北市","七海餐飲事業股份有限公司(七海)/臺北市內湖區成功路四段166號二樓"
"114","9~10","小葉菜類","芹菜","待克利(Difenoconazole) 0.10 (不符使用規定)","臺北市","臺北市第二果菜批發市場第23-13號攤/臺北市中山區民族東路336號"
"114","9~10","小葉菜類","紅鳳菜","菲克利(Hexaconazole) 0.6 (0.5)","新竹市","億客來生鮮超市-食品店/新竹市東區食品路277-281號1樓"
"114","9~10","小葉菜類","紅菜","莫多草(Metolachlor) 0.05 (不符使用規定)","彰化縣","中年大叔食品有限公司(網購平台)/新北市三重區自強路三段87巷8號3樓"
"114","9~10","小葉菜類","芥藍菜","普拔克(Propamocarb hydrochloride) 11.62 (10.0)、脫芬瑞(Tolfenpyrad) 0.82 (0.5)","彰化縣","中年大叔食品有限公司(網購平台)/新北市三重區自強路三段87巷8號3樓"
"114","9~10","小葉菜類","大陸妹","氟克殺(Fluxapyroxad) 0.04 (不得檢出)","雲林縣","雲林縣二崙鄉農會/雲林縣二崙鄉崙束村中興路118號"
"114","9~10","小葉菜類","A菜","滅普寧(Mepronil) 0.32 (不符使用規定)","雲林縣","雲林縣二崙鄉農會/雲林縣二崙鄉崙束村中興路118號"
"114","9~10","小葉菜類","A菜","待克利(Difenoconazole) 2.13  (1.0)","雲林縣","雲林縣二崙鄉農會/雲林縣二崙鄉崙束村中興路118號"
"114","9~10","小葉菜類","九層塔","達滅芬(Dimethomorph) 2.97 (2.5)","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"114","9~10","根莖菜類","地瓜","合格","基隆市","上毅美食炸雞/基隆市七堵區南興路31號前"
"114","9~10","根莖菜類","山藥","合格","新北市","統康生活事業股份有限公司永和比漾店/新北市永和區中山路一段238號B2樓"
"114","9~10","根莖菜類","山藥","合格","新北市","全聯實業股份有限公司新莊民安西分公司/新北市新莊區民安西路135號"
"114","9~10","根莖菜類","紅蘿蔔","合格","新北市","樂宜小吃店/新北市板橋區忠孝路101號"
"114","9~10","根莖菜類","胡蘿蔔","合格","新北市","紘信蔬菜行/新北市板橋區板城路1000號"
"114","9~10","根莖菜類","芋頭","合格","新北市","瑋茹蔬果行/新北市中和區興南路117巷29號"
"114","9~10","根莖菜類","大甲芋","合格","新北市","宏宇果菜行/新北市泰山區福泰街73號"
"114","9~10","根莖菜類","蘿蔔","合格","臺北市","全聯實業股份有限公司北投吉利分公司/臺北市北投區吉利街125號1樓"
"114","9~10","根莖菜類","蘿蔔","合格","臺北市","全聯實業股份有限公司中山德惠分公司/臺北市中山區新喜里吉林路413號1、2樓"
"114","9~10","根莖菜類","芋頭","合格","臺北市","五分市場-東和蔬果行/臺北市內湖區五分街16號1樓五分市場"
"114","9~10","根莖菜類","白蘿蔔","合格","臺北市","五分市場-無市招菜販/臺北市內湖區五分街41號"
"114","9~10","根莖菜類","芋頭","合格","臺北市","第一果菜批發市場-李○俊/臺北市萬華區"
"114","9~10","根莖菜類","白蘿蔔","合格","臺北市","茂盛蔬菜商行/臺北市萬華區環河南路二段245號"
"114","9~10","根莖菜類","白蘿蔔","合格","臺北市","御鼎屋食品股份有限公司(御鼎屋生鮮巧集)/臺北市士林區中山北路六段711號1樓"
"114","9~10","根莖菜類","白蘿蔔","合格","臺北市","新光三越百貨股份有限公司臺北天母分公司(B1樓自營超市)/臺北市士林區天母東路68號B1"
"114","9~10","根莖菜類","黃金地瓜","合格","桃園市","歐簿客科技股份有限公司(網購平台)/臺北市北投區文承路26、28號8樓、26、28號9樓"
"114","9~10","根莖菜類","洋蔥","合格","桃園市","全聯實業股份有限公司中壢長春分公司/桃園市中壢區長春路119號1樓"
"114","9~10","根莖菜類","白蘿蔔","合格","桃園市","中福青菜/桃園市中壢區福州一街249號"
"114","9~10","根莖菜類","白玉山藥","合格","桃園市","海底撈統領店/桃園市桃園區中正路61號8樓"
"114","9~10","根莖菜類","蘿蔔","合格","新竹縣","全聯實業股份有限公司新豐文昌分公司/新竹縣新豐鄉山崎村文昌街62號"
"114","9~10","根莖菜類","大根","合格","新竹縣","家福股份有限公司新竹竹北分公司/新竹縣竹北市光明六路89號"
"114","9~10","根莖菜類","紅皮馬鈴薯","合格","新竹縣","家福股份有限公司新竹竹北分公司/新竹縣竹北市光明六路89號"
"114","9~10","根莖菜類","洋蔥","合格","新竹縣","家福股份有限公司新竹竹北分公司/新竹縣竹北市光明六路89號"
"114","9~10","根莖菜類","白蘿蔔","合格","新竹市","全聯實業股份有限公司湳雅分公司/新竹市北區湳雅街97號"
"114","9~10","根莖菜類","有機紅蘿蔔","合格","新竹市","棉花田-新竹中央門市/新竹市東區中央路174號"
"114","9~10","根莖菜類","馬鈴薯","合格","新竹市","全聯實業股份有限公司新竹關新西分公司/新竹市東區關新里關新西街163、165號"
"114","9~10","根莖菜類","嚴選紅肉地瓜","合格","新竹市","全聯實業股份有限公司新竹關新西分公司/新竹市東區關新里關新西街163、165號"
"114","9~10","根莖菜類","蘿蔔","合格","苗栗縣","全聯實業股份有限公司竹南龍山分公司/苗栗縣竹南鎮龍鳳里4鄰龍山路一段260、262號"
"114","9~10","根莖菜類","白蘿蔔","合格","苗栗縣","佳元商行/苗栗縣三灣鄉中正路174號"
"114","9~10","根莖菜類","牛奶洋蔥","合格","苗栗縣","全聯實業股份有限公司苗栗正義分公司/苗栗縣苗栗市水源里中正路1256號及1258巷6、8號"
"114","9~10","根莖菜類","紅蘿蔔","合格","臺中市","中清果菜市場/臺中市西屯區中清路二段1558號"
"114","9~10","根莖菜類","紅蘿蔔","合格","臺中市","榮川蔬菜行/臺中市東區武德路6巷2號"
"114","9~10","根莖菜類","特選馬鈴薯","合格","臺中市","榮川蔬菜行/臺中市東區武德路6巷2號"
"114","9~10","根莖菜類","紅蘿蔔","合格","臺中市","軍功寮清粥小菜/臺中市北屯區軍功里軍功路一段603號1樓"
"114","9~10","根莖菜類","紅蘿蔔","合格","臺中市","全聯實業股份有限公司台中國光分公司/臺中市大里區國光路2段70號1樓"
"114","9~10","根莖菜類","胡蘿蔔","合格","臺中市","好市多股份有限公司臺中分公司/臺中市南屯區文心南三路289號"
"114","9~10","根莖菜類","胡蘿蔔","合格","臺中市","豐原果菜批發市場-福來行/臺中市豐原區豐原大道八段369號"
"114","9~10","根莖菜類","蘿蔔","合格","彰化縣","紅樓餐廳/彰化縣鹿港鎮東石里崇文路25號"
"114","9~10","根莖菜類","白蘿蔔","合格","雲林縣","興瑞景有限公司/雲林縣西螺鎮漢光里吉興街330巷12號3樓"
"114","9~10","根莖菜類","芋頭","合格","雲林縣","臺灣省青果運銷合作社嘉南分社二崙集貨場/雲林縣二崙鄉崙東村民族路57號"
"114","9~10","根莖菜類","馬鈴薯","合格","雲林縣","健心農產流通股份有限公司/雲林縣西螺鎮市場北路258號"
"114","9~10","根莖菜類","蘿蔔","合格","嘉義縣","全聯實業股份有限公司民雄復興分公司/嘉義縣民雄鄉西安村復興路226號1樓"
"114","9~10","根莖菜類","洋蔥","合格","嘉義縣","全聯實業股份有限公司民雄復興分公司/嘉義縣民雄鄉西安村復興路226號1樓"
"114","9~10","根莖菜類","白蘿蔔","合格","嘉義市","三商家購股份有限公司嘉義文雅分公司/嘉義市東區文雅街253號"
"114","9~10","根莖菜類","紅蘿蔔","合格","嘉義市","豐富家實業有限公司/嘉義市西區青年街135號1樓"
"114","9~10","根莖菜類","紅蘿蔔","合格","嘉義市","保證責任嘉義市嘉全果菜生產合作社/嘉義市東區林森東路367-45號"
"114","9~10","根莖菜類","蘿蔔","合格","嘉義市","全聯實業股份有限公司嘉義民國分公司/嘉義市東區民國路30號"
"114","9~10","根莖菜類","紫羅蘭洋蔥","合格","嘉義市","全聯實業股份有限公司嘉義民權分公司/嘉義市民權路177號及民國路247號"
"114","9~10","根莖菜類","蜜香地瓜","合格","嘉義市","全聯實業股份有限公司嘉義民權分公司/嘉義市民權路177號及民國路247號"
"114","9~10","根莖菜類","紅蘿蔔","合格","臺南市","第9號菜攤/臺南市下營區下營里中山路二段39號"
"114","9~10","根莖菜類","有機茭白筍","合格","臺南市","全聯實業股份有限公司臺南興南分公司/臺南市南區興南街200號"
"114","9~10","根莖菜類","紅蘿蔔","合格","臺南市","東東餐飲企業股份有限公司/臺南市永康區永康里永大路二段707號2樓"
"114","9~10","根莖菜類","洋蔥","合格","高雄市","全聯實業股份有限公司旗山中華分公司/高雄市旗山區中華路31、33號"
"114","9~10","根莖菜類","洋蔥","合格","高雄市","旗山市場(168菜舖)/高雄市旗山區中山路108號"
"114","9~10","根莖菜類","茭白筍","合格","高雄市","全聯實業股份有限公司旗山中華分公司/高雄市旗山區中華路31、33號"
"114","9~10","根莖菜類","有機筊白筍","合格","高雄市","全聯實業股份有限公司岡山大仁分公司/高雄市岡山區大仁北路3號1樓"
"114","9~10","根莖菜類","蒜頭","合格","高雄市","東齊生鮮超市(岡山店)/高雄市岡山區柳橋西路166號"
"114","9~10","根莖菜類","蒜頭","合格","高雄市","蔡文市場王○斌攤位/高雄市路竹區"
"114","9~10","根莖菜類","馬鈴薯","合格","屏東縣","全聯實業股份有限公司內埔昭勝分公司/屏東縣內埔鄉龍潭村24鄰昭勝路410號、412號"
"114","9~10","根莖菜類","洋蔥","合格","屏東縣","全聯實業股份有限公司內埔昭勝分公司/屏東縣內埔鄉龍潭村24鄰昭勝路410號、412號"
"114","9~10","根莖菜類","山藥","合格","屏東縣","全聯實業股份有限公司長治潭頭分公司/屏東縣長治鄉新潭村潭頭路86號"
"114","9~10","根莖菜類","胡蘿蔔","合格","屏東縣","全聯實業股份有限公司長治潭頭分公司/屏東縣長治鄉新潭村潭頭路86號"
"114","9~10","根莖菜類","洋蔥","合格","屏東縣","全聯實業股份有限公司屏東自由分公司/屏東縣屏東市勝利里自由路589號1樓"
"114","9~10","根莖菜類","荸薺","合格","宜蘭縣","中年大叔食品有限公司(網購平台)/新北市三重區自強路三段87巷8號3樓"
"114","9~10","根莖菜類","有機甜菜根","合格","宜蘭縣","棉花田生機園地股份有限公司(宜蘭中山店)/宜蘭縣宜蘭市中山路三段88號"
"114","9~10","根莖菜類","紅蘿蔔","合格","花蓮縣","花蓮縣豐濱鄉豐濱國中廚房/花蓮縣豐濱鄉光豐路26號"
"114","9~10","根莖菜類","紅蘿蔔","合格","花蓮縣","海星高中廚房/花蓮縣新城鄉嘉新村嘉新路36號"
"114","9~10","根莖菜類","胡蘿蔔","合格","花蓮縣","太昌國小/花蓮縣吉安鄉太昌村明義五街一號"
"114","9~10","根莖菜類","紅蘿蔔","合格","花蓮縣","光復國中/花蓮縣光復鄉林森路二○○號"
"114","9~10","根莖菜類","洋蔥","合格","花蓮縣","明義國民小學/花蓮縣花蓮市明義街107號"
"114","9~10","根莖菜類","紅蘿蔔","合格","花蓮縣","瑞穗國小/花蓮縣瑞穗鄉溫泉路一段十九號"
"114","9~10","根莖菜類","有機鮮百合","合格","臺東縣","臺東縣臺東地區農會附設農民購物中心-中正/臺東縣臺東市中正路212號"
"114","9~10","根莖菜類","有機馬鈴薯(洋芋)","合格","臺東縣","臺東縣臺東地區農會附設農民購物中心-中正/臺東縣臺東市中正路212號"
"114","9~10","根莖菜類","洋蔥","合格","臺東縣","臺東地區農會附設農民購物中心-集貨包裝場/臺東縣臺東市四川路一段664號"
"114","9~10","根莖菜類","洋蔥","合格","臺東縣","松揚餐飲股份有限公司/臺東縣臺東市豐樂里大道路1號"
"114","9~10","根莖菜類","蘿蔔","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"114","9~10","根莖菜類","胡蘿蔔","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"114","9~10","根莖菜類","馬鈴薯","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"114","9~10","根莖菜類","紅蘿蔔履歷","合格","澎湖縣","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市光榮里文光路85號1樓"
"114","9~10","根莖菜類","馬鈴薯","合格","澎湖縣","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市光榮里文光路85號1樓"
"114","9~10","根莖菜類","紅蘿蔔","合格","金門縣","生發/金門縣金城鎮民族路71號"
"114","9~10","根莖菜類","洋蔥","合格","金門縣","生發/金門縣金城鎮民族路71號"
"114","9~10","根莖菜類","馬鈴薯","合格","金門縣","生發/金門縣金城鎮民族路71號"
"114","9~10","根莖菜類","馬鈴薯","合格","金門縣","福泰/金門縣金城鎮民族路81號"
"114","9~10","根莖菜類","紅蘿蔔","合格","金門縣","福泰/金門縣金城鎮民族路81號"
"114","9~10","根莖菜類","紅蘿蔔","合格","金門縣","謙瞳牛業食品蔬果行/金門縣金城鎮民權路125號"
"114","9~10","根莖菜類","洋蔥","合格","金門縣","承廉商行/金門縣金城鎮民族路33-19號"
"114","9~10","根莖菜類","馬鈴薯","合格","金門縣","承廉商行/金門縣金城鎮民族路33-19號"
"114","9~10","根莖菜類","紅蘿蔔","合格","金門縣","合成商行/金門縣烈嶼鄉東林117號"
"114","9~10","根莖菜類","紅蘿蔔","合格","連江縣","隆順商店/連江縣南竿鄉介壽村362號"
"114","9~10","根莖菜類","胡蘿蔔","合格","連江縣","隆順商店/連江縣南竿鄉介壽村362號"
"114","9~10","根莖菜類","胡蘿蔔","滅芬農(Metrafenone) 0.01 (不得檢出)","新北市","金莎蔬菜行/新北市板橋區板城路1000號"
"114","9~10","根莖菜類","蘿蔔","賽速安(Thiamethoxam) 0.41 (0.25)","南投縣","全聯實業股份有限公司草屯和興分公司/南投縣草屯鎮和興街55號"
"114","9~10","蕈菜類","銀耳","合格","臺北市","臺北市第二果菜批發市場第20-14號攤/臺北市中山區民族東路336號"
"114","9~10","蕈菜類","有機銀耳","合格","臺北市","家福股份有限公司士林華聲分公司/臺北市士林區華聲街17號"
"114","9~10","蕈菜類","有機銀耳","合格","桃園市","家福股份有限公司青埔分公司/桃園市中壢區高鐵南路2段352號2樓"
"114","9~10","蕈菜類","有機銀耳","合格","桃園市","全聯實業股份有限公司八德福國北分公司/桃園市八德區福國北街79號1樓"
"114","9~10","蕈菜類","有機銀耳","合格","桃園市","好市多股份有限公司桃園分公司/桃園市蘆竹區南崁路一段369號"
"114","9~10","蕈菜類","有機銀耳","合格","新竹縣","家福股份有限公司新竹竹北分公司/新竹縣竹北市光明六路89號"
"114","9~10","蕈菜類","白雪菇","合格","新竹市","億客來生鮮超市-食品店/新竹市東區食品路277-281號1樓"
"114","9~10","蕈菜類","金針菇","合格","彰化縣","合欣展業股份有限公司/彰化縣埤頭鄉和豊村斗苑東路178巷50號"
"114","9~10","蕈菜類","白玉銀耳","合格","宜蘭縣","中年大叔食品有限公司(網購平台)/新北市三重區自強路三段87巷8號3樓"
"114","9~10","蕈菜類","金針菇","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"114","9~10","蕈菜類","金針菇","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"114","9~10","蕈菜類","有機白精靈菇","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"114","9~10","蕈菜類","杏鮑菇","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"114","9~10","蕈菜類","杏鮑菇","合格","金門縣","謙瞳牛業食品蔬果行/金門縣金城鎮民權路125號"
"114","9~10","果菜類","特選茄子","合格","基隆市","添益行/基隆市安樂區麥金路127巷8號"
"114","9~10","果菜類","特選大枸杞","合格","基隆市","全聯實業股份有限公司基隆麥金分公司/基隆市安樂區麥金路201號地下一層之2、之3、之5"
"114","9~10","果菜類","生機枸杞","合格","基隆市","悅心中醫診所/基隆市仁愛區仁一路173號1樓"
"114","9~10","果菜類","茄子","合格","新北市","集鮮城有限公司/新北市泰山區泰林路二段173巷2號1樓"
"114","9~10","果菜類","茄子","合格","新北市","文鈴蔬果行/新北市板橋區板城路1000號"
"114","9~10","果菜類","牛番茄","合格","新北市","統康生活事業股份有限公司-壽德分公司/新北市中和區壽德街20號"
"114","9~10","果菜類","牛蕃茄","合格","新北市","馨晨生鮮蔬果行/新北市淡水區中山北路一段92號"
"114","9~10","果菜類","牛蕃茄","合格","臺北市","無市招菜攤(張○恩)/臺北市內湖區"
"114","9~10","果菜類","甜椒","合格","臺北市","第一果菜批發市場-高○雅/臺北市萬華區"
"114","9~10","果菜類","茄子","合格","臺北市","第一果菜批發市場(地號1120)/臺北市萬華區萬大路533號"
"114","9~10","果菜類","朝天椒(辣椒)","合格","臺北市","第一果菜批發市場(地號919)/臺北市萬華區萬大路533號"
"114","9~10","果菜類","全紅番茄","合格","臺北市","無市招蔬果攤/臺北市士林區文林路101巷接近40號"
