crop,wavg_price,wavg_price_y1,wavg_price_y2,price_cv_y1,price_cv_y2,total_volume,trade_days,is_blanched,avg_daily_volume,availability,price_spread_ratio
SX1 芽菜類 綠豆芽,12.683766864059198,12.647106561641518,12.720511342587269,0.3572075256572155,0.24583295925654244,7837007,595,False,13171.440336134454,1.0,0.08013466443435974
FN1 敏豆 白豆,95.82481985468418,101.95031549100547,90.29433318951092,0.40832811173047023,0.4443349137972814,7669364,595,False,12889.687394957984,1.0,1.1534587250372759
MJ1 杏鮑菇,56.90266198422235,55.88429282558813,57.905465495191216,0.27786190402012173,0.3081147185462148,7518865,595,False,12636.747899159664,1.0,0.9472080980479141
FH3 扁蒲 花蒲,18.76642910688247,21.736090929179884,16.167359728528243,0.46419890584463525,0.6128669698731669,7514319,595,False,12629.10756302521,1.0,0.8995530045277486
LJ3 芥菜 大芥菜,13.850500630229368,16.299848807071175,11.48539023284491,0.5480122121427285,0.5855457671261484,7106143,556,False,12780.83273381295,0.934453781512605,0.762626630646882
LK3 芥藍菜 芥藍芽,51.274436463188486,55.486971668214636,47.26055628614544,0.5118682678352685,0.5358072519915752,6765574,595,False,11370.712605042017,1.0,1.090923336175677
FK5 甜椒 青椒,47.01940736719783,51.0197543613322,43.39490187337333,0.5188093966798641,0.49011898158638784,6661393,595,False,11195.618487394959,1.0,1.0729919825545386
SH5 竹筍 烏殼綠,46.58610990424951,44.97771549335355,48.24855200716306,0.40090060068775957,0.4894318797580076,6525189,595,False,10966.704201680672,1.0,0.7647440723474925
LG2 芹菜 白梗,47.76593906618351,48.7819589088726,46.77832822919447,0.8329789688851008,0.8275074132314366,6103212,595,False,10257.499159663865,1.0,0.7685710898521788
SJ2 芋 檳榔心芋,48.94554689109082,51.38576472775874,46.679117675172904,0.20479050521816344,0.17731424252584221,5952538,594,False,10021.107744107743,0.9983193277310924,0.5187060047655787
